transaction_date,campaign_type,symbol,author_price,amount,daily_low,daily_high,range_valid,future_3d_low,gap_to_future_low_pct,near_low_0_5,near_low_1,near_low_2,episode_range_percentile,stage_high_proxy,prior_20d_high,future_20d_low,future_20d_drawdown_pct,stage_high_20d_proxy,d1_open,d1_vs_author_pct,d4_open,d4_vs_author_pct,atr14,limit_0_5atr_filled,limit_1atr_filled,staged_price,staged_vs_author_pct
2025-02-03,recurring,IWY,234.6,2121.33,232.740005,237.080002,True,235.800003,-0.5089,True,True,True,0.2524,False,244.339996,219.619995,6.8209,False,235.800003,0.5115,240.050003,2.3231,4.519286,False,False,238.987503,1.8702
2025-02-03,recurring,RSP,178.38,1972.13,177.699997,180.899994,True,179.729996,-0.7511,True,True,True,0.1545,False,183.229996,174.839996,2.0247,False,179.860001,0.8297,181.679993,1.85,1.849288,False,False,181.224995,1.5949
2025-02-03,recurring,VNQ,89.21,2061.78,88.919998,90.709999,True,89.5,-0.324,True,True,True,0.0881,False,91.949997,89.5,-0.324,False,89.809998,0.6726,92.099998,3.2395,1.535,False,False,91.527498,2.5978
2025-02-03,recurring,MOAT,93.72,2071.79,93.529999,95.019997,True,92.080002,1.7811,False,False,True,0.5578,False,96.980003,89.610001,4.5865,False,94.290001,0.6082,92.5,-1.3017,1.136429,True,True,93.131339,-0.6281
2025-03-03,recurring,PFF,31.52,1995.4,31.48,31.719999,True,31.18,1.0904,False,False,True,0.6296,False,31.99,30.690001,2.7045,False,31.469999,-0.1586,31.280001,-0.7614,0.202857,True,True,31.371429,-0.4714
2025-03-03,recurring,IWY,223.79,2024.05,222.729996,231.449997,True,219.289993,2.0521,False,False,False,0.3701,False,243.0,205.0,9.1659,False,222.089996,-0.7596,219.779999,-1.7919,4.152856,True,True,220.805178,-1.3338
2025-03-03,recurring,VNQ,93.95,1982.9,93.800003,94.949997,True,91.639999,2.5207,False,False,False,0.6979,True,94.949997,88.290001,6.4107,True,94.330002,0.4045,91.900002,-2.182,1.230001,True,True,93.071251,-0.9353
2025-03-03,recurring,MOAT,90.84,2008.43,90.660004,92.660004,True,89.610001,1.3726,False,False,True,0.4033,False,95.019997,86.489998,5.0295,False,90.739998,-0.1101,91.110001,0.2972,0.965001,True,True,90.520624,-0.3516
2025-03-03,recurring,RSP,177.76,1965.31,177.309998,181.399994,True,174.199997,2.0436,False,False,False,0.4944,False,183.020004,168.839996,5.2831,False,177.270004,-0.2757,174.589996,-1.7833,2.009285,True,True,176.091518,-0.9386
2025-03-11,recurring,PFF,30.79,1980.44,30.75,30.93,True,30.790001,-0.0,True,True,True,0.093,False,31.99,28.700001,7.2822,False,31.0,0.682,31.129999,1.1043,0.213572,False,False,31.097499,0.9987
2025-03-11,recurring,IWY,210.76,1906.82,209.770004,215.029999,True,209.710007,0.5007,False,True,True,0.1533,False,243.0,180.649994,16.6676,False,215.539993,2.268,215.300003,2.1541,6.109287,False,False,215.360001,2.1826
2025-03-11,recurring,RSP,171.36,1894.9,170.960007,174.320007,True,168.839996,1.4925,False,False,True,0.4599,False,183.020004,150.350006,13.9741,False,172.610001,0.7295,172.550003,0.6944,2.771427,True,False,171.921073,0.3274
2025-03-11,recurring,VNQ,90.04,1990.89,89.910004,92.0,True,88.290001,1.9821,False,False,True,0.4717,False,94.949997,78.849998,14.1915,False,90.610001,0.6331,90.040001,0.0,1.589286,True,True,89.586518,-0.5036
2025-03-11,recurring,MOAT,88.9,1965.77,88.690002,90.760002,True,87.360001,1.7628,False,False,True,0.4529,False,93.209999,75.43,17.8576,False,89.519997,0.6974,88.82,-0.09,1.416429,True,True,88.503838,-0.4456
2025-04-03,recurring,MOAT,84.42,2036.03,83.300003,86.110001,True,75.43,11.9183,False,False,False,0.8418,True,92.849998,75.43,11.9183,False,81.300003,-3.6958,75.809998,-10.199,1.525714,True,True,80.915357,-4.1514
2025-04-03,recurring,PFF,30.08,1995.22,29.91,30.24,True,28.700001,4.8084,False,False,False,0.8961,True,31.459999,28.700001,4.8084,False,29.799999,-0.9309,28.83,-4.1556,0.233572,True,True,29.60991,-1.5628
2025-04-03,recurring,VNQ,89.3,1974.46,87.959999,90.790001,True,78.849998,13.253,False,False,False,0.8752,True,93.32,76.919998,16.0946,False,87.110001,-2.4524,78.330002,-12.2844,1.559285,True,True,85.425269,-4.339
2025-04-03,recurring,IWY,205.0,1854.95,202.259995,206.119995,True,180.649994,13.4791,False,False,False,0.956,True,222.089996,180.649994,13.4791,False,196.210007,-4.2878,187.369995,-8.6,4.982142,True,True,196.526697,-4.1333
2025-04-03,recurring,RSP,168.47,1863.11,166.460007,170.630005,True,150.350006,12.0519,False,False,False,0.8935,True,177.119995,150.350006,12.0519,False,162.850006,-3.3359,151.240005,-10.2273,2.844286,True,True,161.690896,-4.0239
2025-04-04,recurring,RSP,159.64,2085.26,156.940002,163.110001,True,150.350006,6.1789,False,False,False,0.5978,False,176.729996,150.350006,6.1789,False,153.639999,-3.7585,162.149994,1.5723,3.308572,True,True,157.526784,-1.3237
